propertyCode,propertyType,municipality,status,numPhotos,rooms,bathrooms,floor,size,priceByArea,parkingSpacePrice,exterior,hasVideo,hasPlan,has3DTour,has360,hasLift,isFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,latitude,longitude,price
97942302,countryHouse,Riba-Roja de Túria,good,23,5,2,0,140.0,6.0,0.0,False,False,False,False,False,False,True,False,False,39.5440713,-0.5662191,850.0
97956954,duplex,Manises,good,18,3,3,1,100.0,9.0,0.0,True,False,False,False,False,True,True,True,True,39.4996021,-0.4746026,900.0
98200619,flat,València,good,26,3,2,2,145.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4662204,-0.3877347,1200.0
98341195,chalet,Godella,good,48,4,5,0,339.0,8.0,0.0,False,True,True,False,False,False,True,True,True,39.5290054,-0.4254499,2700.0
98015046,flat,València,good,21,3,2,0,103.0,17.0,0.0,True,True,False,False,False,True,True,False,False,39.4702657,-0.3316962,1800.0
97530419,flat,València,good,27,3,1,5,76.0,11.0,0.0,False,True,False,False,False,True,True,False,False,39.4703549,-0.3788548,850.0
97948804,chalet,Playa de Farnals,good,24,3,2,0,219.0,11.0,0.0,False,False,False,False,False,False,True,True,True,39.5672726,-0.2891678,2500.0
92008417,flat,València,good,26,2,2,3,70.0,12.0,0.0,True,False,False,False,False,True,True,True,True,39.4975864,-0.3918184,830.0
98029302,flat,València,good,29,3,1,6,92.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4705792,-0.3473726,700.0
97561853,flat,València,good,21,3,2,8,100.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4726387,-0.3499811,1050.0
98343131,flat,Burjassot,good,16,3,1,2,78.0,10.0,0.0,True,True,False,False,False,True,True,False,False,39.5097072,-0.4159748,750.0
94260211,flat,València,good,33,3,2,7,120.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4752415,-0.3575121,1200.0
36562989,flat,València,good,11,1,1,6,72.0,13.0,0.0,True,False,False,False,False,True,True,False,False,39.4712632,-0.396032,900.0
98343051,penthouse,Rocafort,good,24,3,2,3,240.0,5.0,0.0,True,False,False,False,False,True,True,True,True,39.5475615,-0.4240748,1200.0
98342713,flat,Alboraya,good,32,2,1,6,119.0,34.0,0.0,True,False,False,False,False,True,True,True,True,39.4890954,-0.3295033,4000.0
98342750,flat,València,good,8,2,1,5,85.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.4734026,-0.3467242,1000.0
97764230,flat,València,good,44,2,2,7,111.0,9.0,0.0,True,True,False,False,False,True,True,False,False,39.4557091,-0.3451715,950.0
98342596,flat,València,good,17,2,1,7,75.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4725543,-0.4073254,700.0
38306128,chalet,Benaguasil,good,56,3,2,0,128.0,7.0,0.0,False,False,False,False,False,False,True,True,True,39.597935,-0.6058757,850.0
91684729,flat,València,good,11,2,2,2,76.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4580884,-0.386926,665.0
97975464,flat,València,good,9,5,2,3,140.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4753757,-0.3849753,1300.0
98342122,flat,València,good,19,4,1,3,105.0,8.0,0.0,True,False,True,False,False,True,True,False,False,39.4868863,-0.3595895,890.0
98342121,chalet,Bétera,good,23,3,2,0,200.0,11.0,0.0,False,False,False,False,False,False,True,True,True,39.5888854,-0.4872167,2200.0
98342022,flat,València,good,8,3,2,2,118.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4791319,-0.3509521,1200.0
98341990,penthouse,Benimàmet,good,18,3,2,5,126.0,5.0,0.0,True,False,False,False,False,True,True,False,False,39.4995072,-0.4265295,650.0
97088289,flat,València,good,43,3,2,3,110.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.4628822,-0.3297422,1280.0
98252779,flat,València,good,59,5,2,1,105.0,17.0,0.0,True,False,False,True,False,True,True,False,False,39.4663905,-0.3453481,1750.0
95975771,flat,Paiporta,good,11,2,1,1,66.0,8.0,0.0,True,False,False,False,False,False,True,False,False,39.4244457,-0.4168267,550.0
98341936,flat,València,good,25,2,2,0,68.0,12.0,0.0,True,False,False,False,False,False,True,False,False,39.4731345,-0.3824115,835.0
98341922,flat,València,good,14,3,2,2,150.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.4782676,-0.3841382,980.0
98341891,duplex,València,good,8,1,2,0,90.0,17.0,0.0,True,False,False,False,False,True,True,False,False,39.4487799,-0.36177,1500.0
98341824,flat,València,good,18,2,2,2,90.0,15.0,0.0,True,False,False,False,False,False,True,False,False,39.4669339,-0.3711626,1350.0
98341818,flat,València,good,16,3,1,4,90.0,11.0,0.0,True,False,False,False,False,False,True,False,False,39.4685199,-0.347692,1000.0
97306803,flat,València,good,24,4,3,5,161.0,16.0,0.0,True,False,False,False,False,True,True,False,False,39.4676868,-0.3704208,2500.0
97462661,flat,València,good,12,4,2,3,108.0,13.0,0.0,True,False,False,False,False,True,True,False,False,39.4722555,-0.3468723,1400.0
98341617,flat,València,good,17,4,1,5,102.0,9.0,0.0,True,False,False,False,False,False,True,False,False,39.4972188,-0.371824,900.0
98341582,flat,València,good,9,4,2,1,120.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4850877,-0.3619699,1100.0
98341588,flat,València,good,18,2,2,4,97.0,13.0,0.0,True,True,True,False,False,True,True,False,False,39.4805738,-0.4036002,1300.0
98341524,flat,València,good,28,4,2,1,90.0,13.0,0.0,True,True,True,False,False,True,True,False,False,39.4696114,-0.3485561,1200.0
98341460,flat,València,good,16,3,1,3,76.0,8.0,0.0,True,False,False,False,False,False,True,False,False,39.4705578,-0.3978507,625.0
98341446,chalet,Paterna,good,29,4,3,0,332.0,8.0,0.0,False,False,False,False,False,False,True,True,True,39.5404486,-0.4732482,2500.0
98341292,flat,València,good,36,2,1,1,62.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4880558,-0.3782872,500.0
98341225,flat,El Saler,good,24,3,2,2,105.0,24.0,0.0,True,False,False,False,False,True,True,False,False,39.3546647,-0.3234036,2500.0
98341122,penthouse,València,good,17,3,1,4,99.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4609467,-0.3413595,850.0
98341053,flat,València,good,18,2,2,2,80.0,15.0,0.0,True,False,False,False,False,False,True,False,False,39.4688257,-0.3814215,1200.0
98340836,flat,Buñol,good,12,2,1,4,90.0,6.0,0.0,True,False,False,False,False,True,True,True,True,39.4164399,-0.7887876,550.0
98340725,flat,València,good,18,3,1,4,80.0,8.0,0.0,True,False,False,False,False,False,True,False,False,39.4811748,-0.3268032,600.0
34699297,flat,València,good,25,2,2,6,90.0,10.0,0.0,True,True,False,False,False,True,True,True,True,39.4760277,-0.3512069,900.0
95968668,flat,Sagunto/Sagunt,good,9,3,1,2,90.0,7.0,0.0,True,True,False,False,False,True,True,False,False,39.6781399,-0.2687289,625.0
98340607,flat,València,good,30,4,2,1,104.0,11.0,60.0,True,True,False,False,False,True,True,True,False,39.496369,-0.3751849,1100.0
97963468,flat,València,good,32,3,2,3,107.0,9.0,0.0,True,False,True,False,False,True,True,True,True,39.4970917,-0.3888488,1000.0
97813499,flat,València,good,23,2,1,4,65.0,18.0,0.0,True,False,False,False,False,True,True,False,False,39.4734845,-0.3770527,1150.0
94447612,flat,València,good,30,3,2,2,115.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.4727395,-0.3591351,850.0
98340398,flat,Paterna,good,18,4,2,2,106.0,7.0,0.0,True,False,False,False,False,True,True,True,True,39.4999529,-0.4417722,750.0
98340322,flat,Aldaia,good,21,3,1,3,75.0,8.0,0.0,True,False,False,False,False,False,True,False,False,39.4662704,-0.4632794,595.0
89319763,flat,València,good,20,2,1,3,80.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4733713,-0.3786055,900.0
98340243,flat,València,good,13,3,2,3,98.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4591093,-0.36065,1000.0
98340170,flat,València,good,15,2,2,4,95.0,14.0,0.0,True,False,False,False,False,True,True,False,False,39.4837738,-0.4033002,1300.0
98340064,flat,València,good,11,4,2,7,126.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.4408814,-0.3887535,900.0
98340079,penthouse,València,good,9,1,1,5,40.0,20.0,0.0,True,False,False,False,False,False,True,False,False,39.4720805,-0.3810156,800.0
98340088,flat,València,good,19,1,1,3,48.0,16.0,0.0,True,False,False,False,False,True,True,False,False,39.4746864,-0.3753486,750.0
98339864,flat,València,good,29,4,2,7,123.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4747791,-0.3455422,1400.0
98339811,flat,València,good,5,1,1,4,114.0,7.0,0.0,True,False,False,False,False,False,True,False,False,39.47809,-0.37594,850.0
98339753,flat,València,good,26,2,1,2,64.0,11.0,0.0,True,False,False,False,False,False,True,False,False,39.4710655,-0.3877025,675.0
37747776,flat,València,good,21,4,2,7,110.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4651866,-0.3461407,850.0
98339689,flat,València,good,13,5,2,1,180.0,11.0,100.0,True,False,False,False,False,True,True,True,False,39.4648918,-0.387733,2000.0
98339676,flat,València,good,11,3,1,5,100.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4561709,-0.3631576,850.0
92582749,flat,València,good,13,3,2,6,117.0,10.0,0.0,True,False,False,False,False,True,True,True,True,39.4690591,-0.3876558,1200.0
98339364,flat,València,good,35,3,1,4,80.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4884454,-0.3617319,840.0
86566197,flat,València,good,7,1,1,3,45.0,17.0,0.0,True,False,False,False,False,True,True,False,False,39.473533,-0.373309,750.0
98339198,flat,Bonrepos i Mirambell,good,20,1,1,0,45.0,10.0,0.0,True,False,True,False,False,True,True,True,True,39.5187077,-0.3659804,430.0
98339136,flat,València,good,12,2,2,9,94.0,11.0,0.0,True,False,True,False,False,True,True,False,False,39.4862897,-0.367313,1000.0
98338852,flat,València,good,26,2,2,0,91.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4730348,-0.3345985,750.0
98306693,flat,Gandia,good,17,3,2,5,120.0,15.0,0.0,True,False,False,False,False,True,True,True,True,39.0003632,-0.1597061,1800.0
98338583,flat,València,good,27,1,1,2,44.0,25.0,0.0,False,False,True,False,False,True,True,False,False,39.4679075,-0.3757881,1100.0
95652778,flat,València,good,9,2,2,5,69.0,11.0,0.0,True,False,False,False,False,True,True,True,True,39.4975555,-0.3918094,750.0
98338325,flat,València,good,19,2,2,6,91.0,10.0,0.0,True,False,True,False,False,True,True,False,False,39.4777776,-0.3272271,900.0
98338168,flat,Puerto de Sagunto,good,16,3,1,1,82.0,8.0,0.0,True,True,False,False,False,True,True,False,False,39.6674462,-0.2318288,650.0
98337913,flat,València,good,18,4,2,7,110.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4669716,-0.3438712,850.0
98337815,flat,València,good,12,3,2,7,100.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4684359,-0.3402338,950.0
98337808,penthouse,València,good,14,2,1,5,42.0,19.0,0.0,True,True,False,False,False,False,True,False,False,39.4725703,-0.3828771,800.0
92395656,flat,València,good,14,2,1,3,88.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4695471,-0.3785451,900.0
98337491,flat,Moncada,good,14,2,1,1,63.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.5507304,-0.3905353,750.0
96028583,flat,València,good,52,4,2,0,130.0,6.0,0.0,True,True,True,False,False,False,True,False,False,39.4571974,-0.3844748,799.0
98337191,flat,València,good,21,4,2,3,90.0,8.0,0.0,True,False,False,False,False,False,True,False,False,39.4885992,-0.4004512,750.0
98337182,flat,Paterna,good,28,4,1,3,74.0,10.0,0.0,True,True,True,False,True,True,True,False,False,39.5038749,-0.4440196,720.0
98337170,flat,València,good,7,3,2,2,118.0,10.0,0.0,True,False,False,False,False,False,True,False,False,39.4781319,-0.3525521,1200.0
96124783,flat,Riba-Roja de Túria,good,10,3,2,3,130.0,5.0,0.0,True,False,False,False,False,True,True,False,False,39.5436532,-0.5723575,700.0
98337035,flat,València,good,20,2,2,8,104.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4833897,-0.368213,1000.0
98336938,flat,Godella,good,19,4,2,3,110.0,5.0,0.0,True,False,False,False,False,False,True,False,False,39.51744,-0.4096885,600.0
98083683,flat,Paterna,good,15,2,1,4,69.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.5005432,-0.4427106,550.0
95923814,flat,Carlet,good,13,2,2,4,75.0,6.0,0.0,True,False,False,False,False,True,True,True,True,39.23455,-0.52446,480.0
98337011,flat,València,good,17,4,2,1,110.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4838106,-0.404015,1100.0
98336985,flat,Burjassot,good,28,2,2,3,75.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.5145792,-0.411735,650.0
96096675,chalet,Corinto,good,29,2,2,0,76.0,9.0,0.0,False,False,False,False,False,False,True,True,True,39.7184479,-0.1957749,690.0
94077488,flat,València,good,28,3,2,3,111.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4627994,-0.3754815,900.0
98336605,flat,València,good,39,3,2,2,104.0,14.0,0.0,True,False,True,False,False,True,True,False,False,39.468189,-0.3673641,1500.0
98336630,duplex,València,good,56,4,2,11,170.0,12.0,0.0,True,False,False,False,False,True,True,True,True,39.4566535,-0.341842,2000.0
98336623,flat,València,good,26,2,2,5,58.0,14.0,0.0,True,False,False,False,False,False,True,False,False,39.4728805,-0.3846156,800.0
98336502,flat,Alboraya,good,28,2,2,4,75.0,11.0,50.0,True,True,True,False,False,True,True,True,False,39.4885497,-0.3309555,799.0
95154679,flat,Daimus,good,22,1,1,2,45.0,9.0,0.0,True,False,False,False,False,True,True,False,False,38.9697178,-0.1531276,400.0
86417982,studio,Manises,good,5,0,1,4,20.0,20.0,0.0,False,False,False,False,False,False,True,False,False,39.4913745,-0.4573414,400.0
98336441,studio,València,good,12,0,1,3,47.0,27.0,0.0,True,False,False,False,False,True,True,False,False,39.47158,-0.3733492,1250.0
98336281,penthouse,València,good,28,2,2,4,85.0,17.0,0.0,True,False,False,False,False,True,True,False,False,39.4620972,-0.3755543,1450.0
39130727,flat,Torrent,good,21,2,2,1,80.0,11.0,0.0,True,False,False,False,False,True,True,True,True,39.4291681,-0.4695387,850.0
97922847,chalet,Alboraya,good,32,5,3,0,200.0,7.0,0.0,False,True,False,False,False,False,True,True,True,39.5110465,-0.3215052,1400.0
89325528,flat,València,good,30,2,2,5,105.0,10.0,0.0,True,False,False,False,False,True,True,True,True,39.4771028,-0.3667108,1050.0
98336139,flat,València,good,27,3,2,15,97.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4755251,-0.3561221,1100.0
89110143,studio,València,good,35,0,1,4,40.0,16.0,0.0,False,False,True,False,False,False,True,False,False,39.4643725,-0.3808938,650.0
98336039,flat,València,good,22,4,2,0,135.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4734009,-0.3449024,1400.0
98335982,flat,València,good,22,4,2,0,135.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4749009,-0.3440024,1400.0
98335959,flat,València,good,24,2,1,3,80.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4720471,-0.3818451,900.0
96543243,penthouse,Carcaixent,good,19,2,2,7,180.0,3.0,0.0,True,False,False,False,False,True,True,True,True,39.116216,-0.4510147,600.0
98335956,flat,València,good,37,4,2,3,133.0,11.0,0.0,True,False,False,False,False,True,True,True,True,39.477408,-0.3637096,1500.0
98335763,duplex,Museros,good,17,3,2,3,115.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.5616728,-0.339122,800.0
98335788,flat,València,good,8,1,1,3,45.0,17.0,0.0,True,False,False,False,False,True,True,False,False,39.4755557,-0.3736586,750.0
98335702,flat,València,good,19,3,1,2,90.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.46099,-0.3831608,800.0
98335623,chalet,Puerto de Sagunto,good,11,3,2,0,100.0,8.0,0.0,False,False,False,False,False,False,True,False,False,39.6641796,-0.2199793,780.0
98335461,flat,València,good,28,4,2,8,114.0,12.0,0.0,True,True,False,False,False,True,True,False,False,39.4761277,-0.3540191,1350.0
98335398,flat,València,good,30,3,1,9,90.0,10.0,0.0,True,True,True,False,False,True,True,False,False,39.4703177,-0.3428104,899.0
98335335,flat,València,good,7,3,1,13,116.0,9.0,0.0,True,True,False,False,False,True,True,False,False,39.4720415,-0.3577121,1000.0
36291521,studio,València,good,10,0,1,7,40.0,16.0,0.0,True,False,False,False,False,True,True,True,True,39.468088,-0.3558256,620.0
88522178,penthouse,València,good,20,1,2,6,75.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4544367,-0.3916946,800.0
98335223,flat,València,good,19,3,1,5,90.0,10.0,0.0,True,False,False,False,False,False,True,False,False,39.465468,-0.3431744,900.0
98335242,duplex,Sueca,good,55,2,1,3,79.0,35.0,0.0,True,True,True,False,False,True,True,False,False,39.278849,-0.2771075,2800.0
39689938,studio,València,good,4,0,1,2,30.0,18.0,0.0,True,False,False,False,False,True,True,False,False,39.458184,-0.3881187,525.0
94418468,flat,Burjassot,good,22,3,2,2,90.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.5051534,-0.4135485,670.0
98335024,flat,València,good,21,3,2,1,105.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4993437,-0.3703404,800.0
98334991,flat,València,good,18,2,1,2,79.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4865871,-0.3748959,900.0
98334860,flat,València,good,23,4,2,1,113.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4701165,-0.3459869,1200.0
98334548,flat,València,good,23,2,2,6,99.0,19.0,0.0,True,False,False,False,False,True,True,False,False,39.466759,-0.3772998,1900.0
35169188,flat,València,good,20,3,1,2,110.0,8.0,0.0,True,False,False,False,True,True,True,False,False,39.478913,-0.3769037,850.0
26632139,flat,València,good,30,3,2,8,98.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4751662,-0.3505583,875.0
98334449,chalet,L'Eliana,good,34,7,5,0,420.0,6.0,0.0,False,False,False,False,False,False,True,True,True,39.5581895,-0.5195176,2500.0
98307591,flat,València,good,39,3,2,5,115.0,17.0,0.0,True,False,False,False,False,True,True,False,False,39.4785371,-0.3813758,1900.0
98197289,flat,València,good,28,2,1,8,70.0,16.0,0.0,True,False,False,False,False,True,True,False,False,39.4689647,-0.3710994,1150.0
98195559,flat,Mislata,good,29,3,1,1,65.0,13.0,0.0,True,False,False,False,False,False,True,False,False,39.4707684,-0.4176912,850.0
98182396,flat,València,good,21,3,2,13,145.0,8.0,200.0,True,False,False,False,False,True,True,True,False,39.4908582,-0.3993169,1200.0
98166406,flat,València,good,35,3,2,3,129.0,12.0,150.0,True,False,False,False,False,True,True,True,False,39.4643779,-0.3727772,1500.0
98121577,flat,València,good,28,5,2,5,190.0,13.0,0.0,True,False,False,False,False,True,True,False,False,39.463462,-0.3820407,2500.0
98116282,countryHouse,L'Eliana,good,8,2,2,2,100.0,17.0,0.0,False,False,False,False,False,False,True,False,False,39.5605828,-0.5289102,1700.0
98101522,duplex,València,good,42,3,2,4,152.0,13.0,0.0,True,False,False,False,False,True,True,True,True,39.4547941,-0.3824447,2000.0
98047839,flat,València,good,12,1,1,9,51.0,18.0,0.0,True,False,False,False,False,True,True,False,False,39.4720239,-0.3782078,900.0
98018324,flat,València,good,51,1,1,4,48.0,27.0,0.0,True,False,True,False,False,False,True,False,False,39.4812099,-0.3769189,1300.0
97974531,flat,València,good,37,6,3,7,186.0,17.0,0.0,True,False,False,False,False,True,True,True,True,39.4746937,-0.3788401,3200.0
97969642,penthouse,València,good,26,2,1,6,78.0,22.0,0.0,True,False,False,False,False,True,True,False,False,39.475217,-0.3838845,1700.0
97961410,penthouse,València,good,38,1,2,4,84.0,24.0,0.0,True,False,False,False,False,True,True,False,False,39.4728982,-0.3767622,2050.0
97959978,chalet,Cullera,good,40,4,2,0,154.0,14.0,0.0,False,False,False,False,False,False,True,True,True,39.1792746,-0.2434463,2200.0
97913246,penthouse,València,good,40,2,1,5,90.0,18.0,0.0,True,False,False,False,False,True,True,False,False,39.4744068,-0.3768681,1600.0
97875466,chalet,València,good,16,1,1,1,55.0,24.0,0.0,False,False,True,False,False,False,True,False,False,39.469626,-0.3271248,1300.0
97809695,chalet,Playa Puig,good,18,3,3,0,280.0,4.0,0.0,False,False,False,False,False,False,True,False,False,39.5822972,-0.2736592,1200.0
97784804,flat,València,good,44,3,2,3,122.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.4643314,-0.3703126,1500.0
97770213,flat,València,good,13,2,1,0,81.0,27.0,0.0,True,False,False,False,False,False,True,False,False,39.4731781,-0.3266481,2200.0
97747767,flat,Canet d'En Berenguer,good,14,3,2,1,100.0,30.0,0.0,True,False,False,False,False,True,True,True,True,39.6854589,-0.2091444,3000.0
97743051,flat,València,good,36,2,1,13,96.0,14.0,0.0,True,False,True,False,False,True,True,False,False,39.4647258,-0.3515577,1300.0
97697192,chalet,Paterna,good,57,5,3,0,320.0,9.0,0.0,False,False,False,False,False,False,True,False,False,39.5286151,-0.4870866,3000.0
97683608,penthouse,València,good,19,1,1,1,45.0,30.0,0.0,True,False,False,False,False,True,True,False,False,39.4743982,-0.3787622,1350.0
97599437,flat,València,good,10,4,2,3,100.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.4778596,-0.3507482,1200.0
97499950,penthouse,València,good,23,2,2,5,56.0,32.0,0.0,True,False,False,False,False,False,True,False,False,39.4686677,-0.3776358,1800.0
97429724,flat,Playa de Farnals,good,22,2,1,1,65.0,54.0,0.0,True,False,False,False,False,True,True,True,True,39.561049,-0.2876418,3500.0
98334416,duplex,València,good,23,3,2,4,140.0,16.0,0.0,True,True,True,False,False,True,True,False,False,39.4751883,-0.3718078,2300.0
97429277,flat,Puçol,good,15,1,1,2,60.0,15.0,0.0,True,False,False,False,False,True,True,True,True,39.616354,-0.302094,890.0
97365829,studio,València,good,42,0,1,0,200.0,13.0,0.0,True,False,False,False,False,False,True,False,False,39.4595008,-0.3786735,2500.0
97314478,flat,València,good,7,3,2,7,140.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4675301,-0.3845682,1400.0
97301635,chalet,Chiva,good,44,5,3,0,220.0,10.0,0.0,False,False,False,False,False,False,True,True,True,39.4344215,-0.5576792,2200.0
97198121,flat,València,good,12,1,1,1,45.0,18.0,0.0,True,False,False,False,False,False,True,False,False,39.4709405,-0.3330577,799.0
96943650,flat,València,good,18,1,1,3,55.0,25.0,0.0,True,False,False,False,False,True,True,False,False,39.4702421,-0.3803481,1400.0
96846801,flat,València,good,21,2,1,2,65.0,20.0,0.0,True,False,True,False,False,False,True,False,False,39.4698886,-0.372464,1300.0
96798740,flat,Alboraya,good,27,2,1,7,80.0,11.0,0.0,True,False,True,False,False,True,True,True,True,39.4954085,-0.3275564,900.0
96694381,studio,Xirivella,good,17,0,2,1,80.0,12.0,0.0,True,False,False,False,False,True,True,True,True,39.4605246,-0.4153248,950.0
96453497,flat,València,good,20,2,1,3,24.0,40.0,0.0,True,False,False,False,False,True,True,False,False,39.4687239,-0.3296017,950.0
96384827,chalet,Olocau,good,57,8,4,0,520.0,5.0,0.0,False,False,False,False,False,False,True,True,True,39.702773,-0.53,2500.0
96279747,chalet,Rocafort,good,49,8,11,0,1200.0,8.0,0.0,False,False,False,False,False,False,True,True,True,39.547757,-0.4177318,10000.0
96015778,flat,València,good,10,1,1,1,62.0,21.0,0.0,True,False,False,False,False,False,True,False,False,39.4793084,-0.3865069,1300.0
95786571,flat,València,good,32,2,1,4,88.0,18.0,0.0,True,False,True,False,False,True,True,True,True,39.4771422,-0.3295059,1600.0
98334286,flat,València,good,29,1,1,1,79.0,11.0,0.0,True,True,False,False,False,False,True,False,False,39.4769875,-0.3811929,890.0
98334030,flat,València,good,18,2,1,3,80.0,11.0,0.0,True,False,False,False,False,True,True,False,False,39.4710737,-0.3820306,900.0
98333977,flat,València,good,38,3,2,9,157.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4532455,-0.3451195,1500.0
85662248,studio,València,good,12,0,1,5,55.0,13.0,0.0,True,False,False,False,False,True,True,True,True,39.4946773,-0.3610908,725.0
98333920,penthouse,Puig,good,43,3,2,7,131.0,8.0,0.0,True,False,False,True,False,True,True,False,False,39.5886308,-0.3087105,1100.0
98333875,flat,Playa Puig,good,19,2,2,1,105.0,6.0,0.0,True,False,False,False,False,True,True,False,False,39.58777,-0.27129,600.0
98333874,flat,València,good,24,3,2,2,120.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4804319,-0.3523521,1200.0
98333862,flat,València,good,21,2,1,2,80.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4685334,-0.3466004,600.0
98333850,flat,Tavernes de la Valldigna,good,11,2,1,6,92.0,4.0,0.0,True,False,False,False,False,True,True,False,False,39.0705693,-0.2609037,400.0
93231014,penthouse,València,good,9,2,1,7,100.0,14.0,0.0,True,False,True,False,False,True,True,False,False,39.465583,-0.3694758,1400.0
94501764,flat,València,good,18,4,2,1,120.0,9.0,0.0,True,False,True,False,False,True,True,False,False,39.4843877,-0.3617699,1100.0
95482691,flat,València,good,30,3,2,7,140.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4644301,-0.3852682,1400.0
93577106,flat,Puerto de Sagunto,good,36,4,3,2,180.0,7.0,0.0,True,False,False,False,False,True,True,False,False,39.6644129,-0.2292335,1250.0
92270328,penthouse,València,renew,33,3,2,5,109.0,17.0,0.0,True,False,False,False,False,True,True,True,True,39.4733594,-0.37461,1800.0
91714132,flat,Alboraya,good,12,1,1,1,55.0,22.0,0.0,True,False,True,False,False,True,True,True,True,39.4857735,-0.3254693,1200.0
98333542,flat,Puerto de Sagunto,good,16,4,2,1,112.0,7.0,0.0,True,False,False,False,False,False,True,False,False,39.6667359,-0.2355724,800.0
97924816,flat,València,good,24,6,4,3,251.0,9.0,0.0,True,True,True,False,False,True,True,False,False,39.468089,-0.3732723,2300.0
97983385,duplex,València,good,30,2,2,3,106.0,11.0,0.0,True,True,True,False,False,True,True,True,True,39.4753392,-0.3791041,1200.0
98333522,flat,València,good,8,3,2,2,118.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4809319,-0.3498521,1200.0
98333395,flat,València,good,17,4,2,7,112.0,8.0,0.0,True,False,False,False,False,True,True,False,False,39.4649716,-0.3472712,850.0
98333316,flat,València,good,26,3,1,2,90.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4720936,-0.3468798,850.0
98333295,flat,València,good,6,3,1,4,72.0,10.0,0.0,True,False,False,False,False,True,True,False,False,39.4529501,-0.3880536,750.0
98333252,flat,València,good,1,4,2,3,101.0,9.0,0.0,True,False,False,False,False,True,True,False,False,39.4703199,-0.357154,900.0
98333211,flat,València,good,28,3,2,1,1100.0,1.0,0.0,True,False,False,False,False,True,True,False,False,39.4683407,-0.3562462,1100.0
98333209,flat,Vinalesa,good,16,2,1,3,85.0,8.0,0.0,True,True,False,False,False,True,True,False,False,39.53871,-0.37127,670.0
98333183,studio,Canet d'En Berenguer,good,6,0,1,4,34.0,12.0,0.0,True,False,False,False,False,False,True,False,False,39.6805902,-0.2204508,400.0
92128797,flat,València,good,36,5,2,1,97.0,12.0,0.0,True,True,True,False,False,True,True,False,False,39.4675836,-0.3364196,1200.0
98333179,flat,València,good,10,3,1,2,85.0,10.0,0.0,True,False,False,False,False,False,True,False,False,39.4735743,-0.3834508,850.0
82405014,flat,València,good,10,1,1,2,75.0,12.0,0.0,True,False,False,False,False,True,True,False,False,39.4727922,-0.3766926,899.0
