propertyCode,numPhotos,floor,price,propertyType,size,exterior,rooms,bathrooms,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,parkingSpacePrice,cluster_label
97525641,33,2,1600.0,flat,99.0,True,2,2,False,good,False,True,16.0,True,False,False,False,False,True,False,False,0.0,0
94429019,25,4,2400.0,flat,140.0,True,3,3,False,good,False,True,17.0,True,False,False,False,False,True,False,False,0.0,0
96677621,27,2,1000.0,flat,60.0,True,1,1,False,good,False,True,17.0,True,False,False,False,False,True,False,False,0.0,0
94429010,42,4,2950.0,flat,180.0,True,3,3,False,good,False,True,16.0,True,False,False,False,False,True,False,False,0.0,0
96212543,11,1,1725.0,flat,85.0,True,2,2,False,good,False,True,20.0,True,False,True,False,False,True,False,False,0.0,0
97775722,38,1,600.0,flat,70.0,True,2,1,True,good,False,True,9.0,False,False,False,False,False,True,False,False,0.0,0
97697711,49,0,5000.0,chalet,664.0,False,4,6,False,good,False,False,8.0,False,False,False,False,False,True,True,True,0.0,3
97720602,44,1,1100.0,flat,65.0,True,1,1,False,good,False,True,17.0,True,False,False,False,False,True,True,True,0.0,0
97695539,34,1,2900.0,flat,95.0,True,2,2,False,good,False,True,31.0,False,False,False,False,False,True,False,False,0.0,0
85437108,22,1,1200.0,flat,85.0,True,2,2,False,good,False,False,14.0,False,False,False,False,False,True,True,True,0.0,0
92434798,19,4,1900.0,flat,191.0,True,4,2,True,good,False,True,10.0,True,False,False,False,False,True,False,False,0.0,0
81964864,20,1,3000.0,flat,155.0,True,4,3,True,good,False,True,19.0,True,False,False,False,False,True,False,False,0.0,0
97958966,22,5,1600.0,penthouse,90.0,True,2,1,True,good,False,True,18.0,True,False,False,False,False,True,False,False,0.0,0
94188778,25,4,2500.0,flat,110.0,True,2,2,True,good,False,True,23.0,True,False,False,False,False,True,True,False,150.0,0
97924816,24,3,2300.0,flat,251.0,True,6,4,True,good,False,True,9.0,True,False,False,False,False,True,False,False,0.0,0
97913596,21,1,1500.0,flat,65.0,True,2,1,False,good,False,True,23.0,True,False,False,False,False,True,False,False,0.0,0
97879391,24,1,1400.0,flat,111.0,True,3,2,False,good,False,False,13.0,False,False,False,False,False,True,False,False,0.0,0
97816528,31,1,940.0,flat,69.0,True,2,1,False,good,False,False,14.0,True,False,False,False,False,True,False,False,0.0,0
97743051,36,13,1300.0,flat,96.0,True,2,1,False,good,False,True,14.0,True,False,False,False,False,True,False,False,0.0,0
95753959,26,1,1200.0,flat,61.0,True,2,1,False,good,False,True,20.0,False,False,False,False,False,True,False,False,0.0,0
96602874,59,2,1100.0,flat,120.0,True,3,2,False,good,False,True,9.0,True,False,False,False,False,True,False,False,0.0,0
97997023,37,1,1100.0,flat,74.0,True,2,1,True,good,False,True,15.0,False,False,False,False,False,True,True,True,0.0,0
86368679,29,1,1000.0,flat,120.0,True,4,1,False,good,False,True,8.0,False,False,False,False,False,True,False,False,0.0,0
97548170,34,0,3800.0,duplex,317.0,True,5,4,True,good,False,False,12.0,True,False,False,False,False,True,False,False,0.0,0
94638343,26,2,3000.0,duplex,140.0,True,4,2,True,good,False,True,21.0,True,False,False,False,False,True,True,True,0.0,3
96694993,24,3,3450.0,duplex,210.0,True,4,4,True,good,False,True,16.0,True,False,False,False,False,True,True,True,0.0,0
97915905,22,7,1200.0,flat,78.0,True,2,1,False,good,False,True,15.0,False,False,False,False,False,True,False,False,0.0,0
94432008,26,3,1000.0,flat,85.0,True,4,1,True,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97800135,29,1,800.0,flat,50.0,True,1,1,False,good,False,False,16.0,False,False,False,False,False,True,False,False,0.0,0
97998728,26,5,950.0,flat,85.0,True,3,1,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97998064,30,4,800.0,flat,92.0,True,3,2,False,good,False,True,9.0,False,False,False,False,False,True,False,False,0.0,0
97672950,28,4,1200.0,flat,77.0,True,2,2,False,good,False,True,16.0,True,False,False,False,False,True,False,False,0.0,0
97006818,35,0,5000.0,chalet,420.0,False,6,4,False,good,False,False,12.0,True,False,False,False,False,True,True,True,0.0,2
97595554,52,6,3500.0,flat,250.0,True,5,3,False,good,False,True,14.0,True,False,False,False,False,True,True,True,0.0,0
97464493,24,3,875.0,flat,86.0,True,1,1,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,0
96846801,21,2,1300.0,flat,65.0,True,2,1,False,good,False,False,20.0,True,False,False,False,False,True,False,False,0.0,0
96798740,27,7,900.0,flat,80.0,True,2,1,False,good,False,True,11.0,True,False,False,False,False,True,True,True,0.0,0
96658284,30,0,1400.0,countryHouse,240.0,False,3,2,False,good,False,False,6.0,True,False,False,False,False,True,False,False,0.0,0
96567848,31,4,1100.0,flat,65.0,True,1,1,False,good,False,False,17.0,True,False,False,False,False,True,False,False,0.0,0
96510422,29,4,1350.0,flat,90.0,True,2,2,False,good,False,True,15.0,True,False,False,False,False,True,True,True,0.0,0
95786571,32,4,1600.0,flat,88.0,True,2,1,False,good,False,True,18.0,True,False,False,False,False,True,True,True,0.0,0
89197871,52,0,2500.0,flat,300.0,True,5,3,False,good,False,True,8.0,True,False,False,False,False,True,True,True,0.0,1
98005007,10,3,800.0,flat,67.0,True,1,1,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97856628,19,7,750.0,flat,80.0,True,2,2,False,good,False,True,9.0,False,False,False,False,False,True,False,False,0.0,0
94281413,21,4,1800.0,flat,75.0,True,2,1,False,good,False,True,24.0,False,False,False,False,False,True,True,True,0.0,0
89295930,24,2,2500.0,flat,80.0,True,2,1,False,good,False,True,31.0,False,False,False,False,False,True,True,True,0.0,0
98003268,75,13,2500.0,flat,257.0,True,4,3,False,good,False,True,10.0,True,False,False,False,False,True,True,True,0.0,0
97838381,30,8,2000.0,penthouse,90.0,True,2,1,False,good,False,True,22.0,False,False,False,False,False,True,True,True,0.0,0
97970024,26,5,1000.0,flat,97.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,True,True,0.0,0
94431980,26,3,1350.0,flat,115.0,True,3,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97915403,27,3,1250.0,flat,95.0,True,2,2,False,good,False,True,13.0,False,False,False,False,False,True,False,False,0.0,0
97897960,26,8,1800.0,penthouse,154.0,True,3,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97875581,26,8,1500.0,penthouse,154.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,0
97830848,34,1,1100.0,flat,100.0,True,3,1,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97829472,26,7,1200.0,flat,104.0,True,4,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97753272,29,3,1750.0,flat,78.0,True,4,2,False,good,False,True,22.0,False,False,False,False,False,True,False,False,0.0,0
34373247,21,1,1150.0,flat,100.0,True,3,2,True,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
85994773,21,1,850.0,flat,86.0,True,2,1,False,good,False,True,10.0,False,False,False,False,False,True,True,True,0.0,0
91823109,17,2,420.0,flat,81.0,True,2,1,False,good,False,True,5.0,True,False,False,False,False,True,False,False,0.0,2
97923503,52,1,1250.0,chalet,240.0,False,3,3,False,good,False,False,5.0,False,False,False,False,False,True,True,True,0.0,0
97852486,41,0,1200.0,chalet,280.0,False,3,2,False,good,False,False,4.0,False,False,False,False,False,True,True,True,0.0,0
97807715,43,5,1400.0,duplex,135.0,True,2,1,True,good,False,True,10.0,True,False,False,False,False,True,True,True,0.0,3
98001345,32,2,1800.0,flat,124.0,True,2,2,False,good,False,True,15.0,True,False,False,False,False,True,False,False,0.0,0
97987918,34,7,850.0,penthouse,40.0,True,1,1,True,good,False,True,21.0,False,False,False,False,False,True,True,True,0.0,0
30208205,46,5,950.0,flat,115.0,True,3,2,False,good,False,True,8.0,True,False,False,False,False,True,False,False,0.0,0
97683274,54,11,4500.0,penthouse,140.0,True,3,2,False,good,False,True,32.0,False,False,False,False,False,True,True,True,0.0,1
87924709,27,4,1600.0,penthouse,150.0,True,2,2,False,good,False,True,11.0,True,False,False,False,False,True,True,False,150.0,0
97583864,25,3,1400.0,flat,116.0,True,2,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97490755,49,0,2500.0,chalet,150.0,False,5,3,False,good,False,False,17.0,False,False,False,False,False,True,False,False,0.0,0
97406668,21,1,1100.0,flat,75.0,True,2,1,False,good,False,False,15.0,False,False,False,False,False,True,False,False,0.0,0
87372393,50,3,950.0,duplex,143.0,True,3,2,True,good,False,True,7.0,True,False,False,False,False,True,True,False,50.0,0
96698208,27,1,1250.0,flat,45.0,True,1,1,False,good,False,True,28.0,False,False,False,False,False,True,False,False,0.0,0
96978516,34,4,2200.0,flat,130.0,True,2,2,True,good,False,True,17.0,False,False,False,False,False,True,True,True,0.0,0
96785997,33,3,1800.0,flat,90.0,True,1,2,False,good,False,True,20.0,False,False,False,False,False,True,False,False,0.0,0
96698191,23,1,1650.0,flat,60.0,True,2,2,False,good,False,True,28.0,False,False,False,False,False,True,False,False,0.0,0
96606522,54,11,1700.0,penthouse,140.0,True,3,2,False,good,False,True,12.0,False,False,False,False,False,True,True,True,0.0,1
95836913,22,3,1300.0,flat,113.0,True,3,2,True,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
95724464,29,0,1200.0,flat,50.0,True,1,1,False,good,False,False,24.0,False,False,False,False,False,True,False,False,0.0,0
95295643,28,4,1200.0,flat,91.0,True,2,1,False,good,False,True,13.0,False,False,False,False,False,True,False,False,0.0,0
94444916,39,3,1700.0,flat,150.0,True,4,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97696748,34,1,1050.0,flat,85.0,True,3,1,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97532676,22,1,1900.0,flat,65.0,True,2,1,False,good,False,False,29.0,False,False,False,False,False,True,False,False,0.0,0
97987706,18,1,1600.0,flat,75.0,True,2,1,False,good,False,True,21.0,False,False,False,False,False,True,False,False,0.0,0
97889367,26,4,1200.0,flat,115.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,True,True,0.0,0
97796837,25,1,1250.0,flat,90.0,True,2,1,False,good,False,False,14.0,False,False,False,False,False,True,False,False,0.0,0
94431983,19,5,950.0,flat,108.0,True,2,2,True,good,False,True,9.0,False,False,False,False,False,True,False,False,0.0,0
97679398,21,1,1800.0,flat,78.0,True,2,1,False,good,False,False,23.0,False,False,False,False,False,True,False,False,0.0,0
97562635,39,1,3800.0,flat,65.0,True,1,1,False,good,False,True,58.0,False,False,False,False,False,True,True,True,0.0,0
97527128,35,8,1900.0,duplex,129.0,True,2,1,False,good,False,True,15.0,False,False,False,False,False,True,True,True,0.0,0
97524577,28,1,3700.0,flat,108.0,True,2,2,False,good,False,True,34.0,False,False,False,False,False,True,True,True,0.0,0
97320971,39,1,1280.0,flat,65.0,True,1,1,False,good,False,True,20.0,False,False,False,False,False,True,True,True,0.0,0
97143794,21,1,3500.0,flat,80.0,True,2,1,False,good,False,True,44.0,False,False,False,False,False,True,False,False,0.0,0
97079522,25,1,1500.0,flat,95.0,True,3,2,False,good,False,True,16.0,False,False,False,False,False,True,True,True,0.0,0
96467584,22,1,1000.0,flat,80.0,True,2,2,False,good,False,True,13.0,False,False,False,False,False,True,True,True,0.0,0
94373289,31,1,3000.0,flat,130.0,True,3,2,False,good,False,True,23.0,False,False,False,False,False,True,True,True,0.0,0
93852768,36,8,2500.0,penthouse,260.0,True,3,3,False,good,False,True,10.0,False,False,False,False,False,True,True,True,0.0,0
39129069,21,1,1100.0,flat,58.0,True,1,1,False,good,False,True,19.0,False,False,False,False,False,True,True,True,0.0,0
89294149,29,1,2300.0,flat,82.0,True,2,2,False,good,False,True,28.0,False,False,False,False,False,True,True,True,0.0,0
81260821,22,1,1100.0,flat,85.0,True,2,1,False,good,False,True,13.0,False,False,False,False,False,True,True,True,0.0,0
88149735,26,1,955.0,flat,85.0,True,1,1,False,good,False,True,11.0,False,False,False,False,False,True,True,True,0.0,0
86811403,27,7,1300.0,flat,70.0,True,2,1,False,good,False,True,19.0,False,False,False,False,False,True,True,True,0.0,0
40529463,36,1,950.0,flat,88.0,True,2,1,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
40391066,15,2,899.0,penthouse,140.0,True,3,3,False,good,False,True,6.0,True,False,False,False,False,True,True,True,0.0,3
97998023,22,4,690.0,studio,32.0,True,0,1,True,good,False,True,22.0,True,False,False,False,False,True,False,False,0.0,0
97960089,29,3,1000.0,flat,120.0,True,3,2,True,good,False,False,8.0,True,False,False,False,False,True,False,False,0.0,0
97934277,20,2,750.0,flat,73.0,True,3,1,True,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,0
97906113,52,1,1500.0,flat,100.0,True,3,2,False,good,False,True,15.0,False,False,False,False,False,True,False,False,0.0,0
97696881,30,1,950.0,flat,95.0,True,2,1,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,0
97584771,19,2,950.0,flat,66.0,True,2,1,True,good,False,False,14.0,True,False,False,False,False,True,False,False,0.0,3
97431064,39,0,1400.0,chalet,195.0,False,5,3,False,good,False,False,7.0,False,False,False,False,False,True,True,True,0.0,0
92270328,33,5,1800.0,penthouse,109.0,True,3,2,False,renew,False,True,17.0,False,False,False,False,False,True,True,True,0.0,0
93452026,89,3,4900.0,penthouse,159.0,True,2,2,False,good,False,True,31.0,True,False,False,False,False,True,True,True,0.0,1
93452083,52,2,3400.0,flat,71.0,True,1,1,False,good,False,True,48.0,True,False,False,False,False,True,True,True,0.0,1
93733517,33,10,1500.0,flat,101.0,True,3,2,True,good,False,True,15.0,True,False,False,False,False,True,True,False,100.0,0
95229256,22,2,899.0,flat,120.0,True,4,2,False,good,False,True,7.0,True,False,False,False,False,True,False,False,0.0,0
97915318,26,10,1200.0,flat,105.0,True,3,2,True,good,False,True,11.0,False,False,False,False,False,True,True,True,0.0,0
94126688,33,2,850.0,flat,84.0,True,3,1,True,good,False,True,10.0,True,False,False,False,False,True,False,False,0.0,0
97657455,27,6,1250.0,flat,102.0,True,3,2,True,good,False,True,12.0,True,False,False,False,False,True,True,True,0.0,0
97635650,16,3,1300.0,flat,79.0,True,3,1,False,good,False,True,16.0,True,False,False,False,False,True,False,False,0.0,0
97197966,20,2,799.0,flat,50.0,True,1,1,False,good,False,False,16.0,True,False,False,False,False,True,False,False,0.0,0
93663910,18,3,1850.0,flat,80.0,True,3,2,False,good,False,False,23.0,True,False,False,False,False,True,True,True,0.0,0
91714132,12,1,1200.0,flat,55.0,True,1,1,False,good,False,True,22.0,True,False,False,False,False,True,True,True,0.0,0
97986520,30,5,1700.0,flat,119.0,True,4,2,False,good,False,True,14.0,True,False,False,False,False,True,False,False,0.0,0
97969741,28,4,1350.0,flat,126.0,True,4,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97969642,26,6,1700.0,penthouse,78.0,True,2,1,False,good,False,True,22.0,False,False,False,False,False,True,False,False,0.0,0
97961410,38,4,2050.0,penthouse,84.0,True,1,2,False,good,False,True,24.0,False,False,False,False,False,True,False,False,0.0,0
97959978,40,0,2200.0,chalet,154.0,False,4,2,False,good,False,False,14.0,False,False,False,False,False,True,True,True,0.0,1
97949569,30,0,2400.0,chalet,240.0,False,4,2,False,good,False,False,10.0,False,False,False,False,False,True,True,True,0.0,0
97948804,24,0,2500.0,chalet,219.0,False,3,2,False,good,False,False,11.0,False,False,False,False,False,True,True,True,0.0,3
97948644,42,1,1300.0,flat,75.0,True,1,1,False,good,False,False,17.0,False,False,False,False,False,True,False,False,0.0,0
97947390,44,3,1850.0,flat,155.0,True,3,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
97944915,31,5,1200.0,flat,110.0,True,4,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97943690,47,1,1600.0,flat,116.0,True,3,2,False,good,False,True,14.0,False,False,False,False,False,True,False,False,0.0,0
97913748,21,3,1600.0,flat,147.0,True,3,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97913246,40,5,1600.0,penthouse,90.0,True,2,1,False,good,False,True,18.0,False,False,False,False,False,True,False,False,0.0,0
97912811,51,11,1700.0,penthouse,148.0,True,3,2,False,good,False,True,11.0,False,False,False,False,False,True,True,True,0.0,0
97887112,34,17,1000.0,flat,99.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,3
97839930,38,2,2800.0,flat,166.0,True,5,2,False,good,False,True,17.0,False,False,False,False,False,True,False,False,0.0,0
97830297,23,3,1300.0,flat,120.0,True,4,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97812447,35,2,900.0,flat,58.0,True,2,1,False,good,False,True,16.0,False,False,False,False,False,True,False,False,0.0,0
97811381,26,0,1750.0,chalet,188.0,False,3,3,False,good,False,False,9.0,False,False,False,False,False,True,True,True,0.0,2
97809225,30,1,1600.0,flat,122.0,True,4,1,False,good,False,True,13.0,False,False,False,False,False,True,False,False,0.0,0
97797630,27,0,1500.0,chalet,257.0,False,1,2,False,good,False,False,6.0,False,False,False,False,False,True,True,True,0.0,3
82597195,22,5,3000.0,flat,85.0,True,2,1,False,good,False,True,35.0,False,False,False,False,False,True,False,False,0.0,0
97924935,24,0,5000.0,flat,170.0,True,2,2,False,good,False,True,29.0,False,False,False,False,False,True,True,True,0.0,0
97788477,21,2,3500.0,flat,75.0,True,2,1,False,good,False,True,47.0,False,False,False,False,False,True,True,True,0.0,0
97684178,26,1,1550.0,penthouse,70.0,True,1,2,False,good,False,True,22.0,False,False,False,False,False,True,False,False,0.0,0
97029937,40,3,2000.0,flat,148.0,True,2,2,False,good,False,True,14.0,False,False,False,False,False,True,False,False,0.0,0
96620833,45,0,1950.0,chalet,180.0,False,4,2,False,good,False,False,11.0,False,False,False,False,False,True,True,True,0.0,2
98002867,25,0,850.0,chalet,210.0,False,4,3,True,good,False,False,4.0,True,False,False,False,False,True,False,False,0.0,0
40038604,26,1,650.0,duplex,100.0,True,2,2,True,good,False,True,7.0,True,False,False,False,False,True,False,False,0.0,0
97832154,24,1,690.0,flat,68.0,True,2,1,True,good,False,False,10.0,False,False,False,False,False,True,False,False,0.0,0
97639810,56,0,1550.0,chalet,225.0,False,4,3,True,good,False,False,7.0,True,False,False,False,False,True,True,True,0.0,0
95081538,50,6,1400.0,flat,96.0,True,4,2,False,good,False,True,15.0,True,False,True,False,False,True,False,False,0.0,0
94432007,16,3,2500.0,flat,120.0,True,2,2,False,good,False,True,21.0,False,False,False,False,False,True,False,False,0.0,0
97750244,31,1,800.0,chalet,368.0,False,3,2,True,good,False,False,2.0,False,False,False,False,False,True,False,False,0.0,1
97594152,41,1,990.0,flat,100.0,True,3,3,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,0
38440476,26,1,1600.0,flat,70.0,True,2,2,False,good,False,False,23.0,False,False,False,False,False,True,False,False,0.0,0
85847017,22,1,950.0,flat,85.0,False,2,1,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
89250839,20,1,900.0,flat,115.0,True,3,2,True,good,False,True,8.0,False,False,False,False,False,True,False,False,0.0,0
92610426,28,3,1200.0,flat,106.0,True,2,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
98011098,20,1,1060.0,flat,80.0,True,4,1,True,good,False,False,13.0,True,False,False,False,False,True,False,False,0.0,0
97987223,25,1,625.0,flat,118.0,True,3,2,False,good,False,True,5.0,False,True,True,False,False,True,True,True,0.0,2
97810630,34,8,4995.0,duplex,280.0,True,5,3,False,good,False,True,18.0,True,False,False,False,False,True,False,False,0.0,0
97358424,35,7,2000.0,flat,100.0,True,2,1,False,good,False,True,20.0,False,False,False,False,False,True,True,True,0.0,1
81794909,78,0,3500.0,chalet,474.0,False,4,5,False,good,False,False,7.0,True,False,False,False,False,True,True,True,0.0,2
97932237,38,2,650.0,flat,45.0,True,1,1,False,good,False,False,14.0,False,False,False,False,False,True,False,False,0.0,0
97984027,32,4,1500.0,flat,120.0,True,4,2,False,good,False,True,13.0,True,False,False,False,False,True,False,False,0.0,0
97697192,57,0,3000.0,chalet,320.0,False,5,3,False,good,False,False,9.0,False,False,False,False,False,True,False,False,0.0,2
97672685,31,1,1200.0,flat,95.0,True,2,1,False,good,False,True,13.0,False,False,False,False,False,True,False,False,0.0,0
97637216,53,0,7200.0,chalet,180.0,False,3,2,False,good,False,False,40.0,False,False,False,False,False,True,True,True,0.0,1
97599621,26,0,1400.0,chalet,275.0,False,4,3,False,good,False,False,5.0,False,False,False,False,False,True,True,True,0.0,3
97552704,21,8,900.0,flat,108.0,True,3,2,True,good,False,True,8.0,True,False,False,False,False,True,False,False,0.0,0
93778785,35,7,1500.0,penthouse,87.0,True,2,2,True,good,False,True,17.0,True,False,True,False,False,True,False,False,0.0,0
97499950,23,5,1800.0,penthouse,56.0,True,2,2,False,good,False,False,32.0,False,False,False,False,False,True,False,False,0.0,0
97491405,40,3,1600.0,flat,148.0,True,1,2,False,good,False,True,11.0,False,False,False,False,False,True,False,False,0.0,0
97474450,36,2,1200.0,flat,97.0,True,3,1,False,good,False,False,12.0,False,False,False,False,False,True,True,True,0.0,2
97464598,33,2,950.0,duplex,160.0,True,5,2,False,good,False,True,6.0,False,False,False,False,False,True,False,False,0.0,0
97458870,31,3,1400.0,flat,75.0,True,2,1,False,good,False,False,19.0,False,False,False,False,False,True,False,False,0.0,0
97429724,22,1,3500.0,flat,65.0,True,2,1,False,good,False,True,54.0,False,False,False,False,False,True,True,True,0.0,3
97417986,22,4,1200.0,flat,65.0,True,2,1,False,good,False,True,18.0,False,False,False,False,False,True,True,True,0.0,3
97325956,50,1,2500.0,flat,122.0,True,2,3,False,good,False,True,20.0,False,False,False,False,False,True,False,False,0.0,0
97307434,11,1,250.0,flat,65.0,False,3,1,False,good,False,False,4.0,False,False,False,False,False,True,False,False,0.0,1
97301635,44,0,2200.0,chalet,220.0,False,5,3,False,good,False,False,10.0,False,False,False,False,False,True,True,True,0.0,2
97274321,30,1,1400.0,flat,60.0,True,1,1,False,good,False,True,23.0,False,False,False,False,False,True,False,False,0.0,0
97224325,28,0,2000.0,flat,151.0,True,4,2,False,good,False,False,13.0,False,False,False,False,False,True,True,True,0.0,0
97213676,42,0,3000.0,chalet,160.0,False,3,2,False,good,False,False,19.0,False,False,False,False,False,True,True,True,0.0,3
97213052,40,5,3000.0,flat,170.0,True,3,2,False,good,False,True,18.0,False,False,False,False,False,True,False,False,0.0,0
97060770,52,0,1500.0,chalet,260.0,False,3,4,False,good,False,False,6.0,False,False,False,False,False,True,True,True,0.0,2
96870775,33,4,1600.0,flat,100.0,True,3,2,False,good,False,True,16.0,False,False,False,False,False,True,False,False,0.0,3
96453444,21,3,1500.0,flat,39.0,True,2,1,False,good,False,True,38.0,False,False,False,False,False,True,False,False,0.0,0
96453338,21,3,1650.0,flat,40.0,True,2,1,False,good,False,True,41.0,False,False,False,False,False,True,False,False,0.0,0
96447510,21,0,2300.0,chalet,195.0,False,4,3,False,good,False,False,12.0,False,False,False,False,False,True,True,True,0.0,2
96384827,57,0,2500.0,chalet,520.0,False,8,4,False,good,False,False,5.0,False,False,False,False,False,True,True,True,0.0,2
96384590,39,0,2100.0,chalet,200.0,False,5,3,False,good,False,False,11.0,False,False,False,False,False,True,True,True,0.0,2
96320388,21,8,1700.0,flat,82.0,True,4,2,False,good,False,True,21.0,False,False,False,False,False,True,False,False,0.0,1
96303809,44,3,1400.0,flat,175.0,True,3,2,False,good,False,True,8.0,False,False,False,False,False,True,False,False,0.0,0
96196909,104,0,2500.0,chalet,130.0,False,3,2,False,good,False,False,19.0,False,False,False,False,False,True,False,False,0.0,2
95889511,35,2,1050.0,flat,74.0,True,3,1,False,good,False,False,14.0,False,False,False,False,False,True,False,False,0.0,0
95724431,43,0,2800.0,chalet,280.0,False,4,3,False,good,False,False,10.0,False,False,False,False,False,True,True,True,0.0,2
95640164,21,0,2500.0,chalet,130.0,False,3,3,False,good,False,False,19.0,False,False,False,False,False,True,True,True,0.0,2
95308863,38,0,2500.0,chalet,230.0,False,4,3,False,good,False,False,11.0,False,False,False,False,False,True,True,True,0.0,2
95163419,30,8,1500.0,flat,80.0,True,2,2,False,good,False,True,19.0,False,False,False,False,False,True,True,True,0.0,0
94378485,48,0,2500.0,chalet,420.0,False,5,4,False,good,False,False,6.0,False,False,False,False,False,True,True,True,0.0,3
92888233,67,0,4500.0,chalet,535.0,False,4,5,False,good,False,False,8.0,False,False,False,False,False,True,True,True,0.0,1
92799460,30,2,2000.0,flat,224.0,True,5,3,False,good,False,True,9.0,False,False,False,False,False,True,False,False,0.0,0
90226015,46,0,2500.0,chalet,267.0,False,4,2,False,good,False,False,9.0,False,False,False,False,False,True,True,True,0.0,1
87941114,33,0,1500.0,chalet,138.0,False,5,3,False,good,False,False,11.0,False,False,False,False,False,True,True,True,0.0,1
97852745,17,7,850.0,penthouse,32.0,True,0,1,False,good,False,True,27.0,True,False,False,False,False,True,True,True,0.0,0
97799252,24,1,550.0,flat,91.0,True,4,1,True,good,False,False,6.0,False,False,False,False,False,True,False,False,0.0,0
97485479,20,3,1100.0,flat,130.0,True,2,2,False,good,False,True,8.0,False,False,False,False,False,True,False,False,0.0,0
97478756,17,3,1290.0,flat,110.0,True,3,2,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
40527695,26,1,1500.0,flat,80.0,True,2,1,False,good,False,True,19.0,False,False,False,False,False,True,False,False,0.0,0
97374176,27,4,3500.0,flat,75.0,True,2,1,False,good,False,True,47.0,False,False,False,False,False,True,False,False,0.0,0
87085068,23,1,4500.0,flat,135.0,True,2,2,False,good,False,True,33.0,False,False,False,False,False,True,True,True,0.0,0
94595569,16,4,2500.0,flat,110.0,True,2,2,True,good,False,True,23.0,False,False,False,False,False,True,True,True,0.0,0
96722756,27,6,2500.0,flat,68.0,True,1,1,False,good,False,True,37.0,False,False,False,False,False,True,True,True,0.0,0
96805769,25,1,2500.0,flat,65.0,True,1,1,False,good,False,True,38.0,False,False,False,False,False,True,True,True,0.0,0
93853038,31,8,2500.0,penthouse,250.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,True,True,0.0,0
82084176,19,1,1050.0,flat,81.0,True,2,1,False,good,False,True,13.0,False,False,False,False,False,True,True,True,0.0,0
98000976,20,3,700.0,flat,95.0,True,3,2,True,good,False,True,7.0,False,False,False,False,False,True,True,True,0.0,0
97998070,27,3,920.0,flat,72.0,True,2,1,False,good,False,False,13.0,False,False,False,False,False,True,False,False,0.0,0
94685555,24,3,950.0,flat,70.0,True,2,1,True,good,False,True,14.0,False,False,False,False,False,True,False,False,0.0,0
91670678,30,17,1000.0,flat,105.0,True,3,2,False,good,False,True,10.0,False,False,False,False,False,True,False,False,0.0,3
95066312,21,8,1100.0,flat,95.0,True,2,2,False,good,False,True,12.0,True,False,False,False,False,True,True,True,0.0,0
97764230,26,7,950.0,flat,111.0,True,2,2,True,good,False,True,9.0,True,False,False,False,False,True,False,False,0.0,0
97715429,47,3,950.0,flat,93.0,True,2,2,True,good,False,True,10.0,True,False,True,False,False,True,False,False,0.0,0
97602398,32,0,1500.0,chalet,130.0,False,4,3,False,good,False,False,12.0,False,False,False,False,False,True,True,True,0.0,2
97528414,20,1,1100.0,flat,83.0,True,3,2,False,good,False,False,13.0,False,False,False,False,False,True,False,False,0.0,0
97061036,13,3,1100.0,flat,95.0,True,3,1,False,good,False,True,12.0,False,False,False,False,False,True,False,False,0.0,0
