propertyCode,price,numPhotos,floor,rooms,bathrooms,size,parkingSpacePrice,exterior,hasParkingSpace,isParkingSpaceIncludedInPrice,hasLift,hasPlan,has360,has3DTour,hasVideo,propertyType,direction
98300801,700.0,31,2,3,2,116.0,0.0,False,False,False,True,False,False,False,False,flat,central
98199250,1000.0,15,0,4,1,106.0,0.0,True,False,False,True,True,False,False,False,flat,central
98095755,1200.0,18,0,2,1,95.0,0.0,True,False,False,False,True,False,False,False,flat,central
98058466,1350.0,28,8,4,2,114.0,0.0,False,False,False,True,True,False,False,False,flat,central
97951630,800.0,21,4,2,1,79.0,0.0,True,False,False,False,False,False,False,False,flat,central
97948896,1650.0,5,1,1,1,75.0,0.0,True,False,False,False,False,False,False,False,flat,central
97903947,900.0,15,4,2,2,88.0,0.0,True,True,True,True,False,False,False,False,flat,central
97898912,1090.0,30,6,2,1,78.0,0.0,True,True,True,True,False,False,False,True,flat,central
97842067,1000.0,9,3,3,2,101.0,0.0,True,True,True,True,False,False,False,False,flat,central
97798501,1800.0,8,2,4,2,120.0,0.0,True,True,True,True,False,False,False,False,flat,north
97745080,790.0,32,3,2,2,71.0,0.0,True,False,False,True,False,False,False,True,flat,south
97497229,2100.0,8,4,4,2,112.0,0.0,True,True,True,True,False,False,False,False,flat,central
90080089,1350.0,22,8,3,1,56.0,0.0,True,False,False,True,False,False,False,False,penthouse,central
97138831,1600.0,8,2,2,2,60.0,0.0,True,False,False,True,False,False,False,False,flat,central
97135418,1500.0,8,0,5,3,226.0,0.0,False,False,False,False,False,False,False,False,chalet,north
96875928,1000.0,3,0,1,1,60.0,0.0,True,False,False,False,False,False,False,False,flat,central
96396854,1800.0,9,1,2,1,65.0,0.0,True,True,True,True,False,False,False,False,flat,central
96396593,1800.0,7,3,2,1,65.0,0.0,True,True,True,True,False,False,False,False,flat,central
96382722,2998.0,43,0,3,2,120.0,0.0,True,False,False,True,True,False,False,False,flat,central
95750866,1050.0,9,4,3,2,115.0,0.0,True,False,False,True,False,False,False,False,flat,central
95739555,1900.0,9,0,2,1,90.0,0.0,False,False,False,False,False,False,False,False,chalet,west
95619368,2000.0,7,2,2,1,50.0,0.0,True,False,False,False,False,False,False,False,flat,central
95619143,2000.0,4,2,2,2,50.0,0.0,True,False,False,False,False,False,False,False,flat,central
94441024,2500.0,8,1,2,1,65.0,0.0,True,True,True,False,False,False,False,False,flat,north
93068569,1678.0,26,4,3,2,130.0,130.0,True,True,False,True,True,False,True,False,flat,central
93068423,1678.0,26,4,3,2,125.0,130.0,True,True,False,True,True,False,True,False,flat,central
93067377,1678.0,24,3,3,2,130.0,130.0,True,True,False,True,True,False,True,False,flat,central
93066936,1678.0,26,3,3,2,125.0,130.0,True,True,False,True,True,False,True,False,flat,central
93066430,1678.0,23,2,3,2,130.0,130.0,True,True,False,True,True,False,True,False,flat,central
93062521,1678.0,24,2,3,2,125.0,130.0,True,True,False,True,True,False,True,False,flat,central
89710487,1678.0,44,2,2,2,107.0,0.0,True,False,False,True,True,False,True,False,duplex,central
89710149,1678.0,27,2,2,2,79.0,0.0,True,False,False,True,True,False,True,False,duplex,central
89707820,1788.0,52,2,3,2,121.0,0.0,True,False,False,True,True,False,True,False,duplex,central
89707000,1403.0,23,1,1,1,63.0,0.0,True,False,False,True,True,False,True,False,flat,central
89706317,1293.0,26,2,1,1,53.0,0.0,True,False,False,True,True,False,True,False,flat,central
89705355,1568.0,29,2,2,1,86.0,0.0,True,False,False,True,True,False,True,False,flat,central
88425744,1403.0,25,0,1,1,72.0,0.0,True,False,False,True,True,False,True,False,duplex,central
88425561,1568.0,32,0,2,2,86.0,0.0,True,False,False,True,True,False,True,False,duplex,central
88423120,1733.0,35,0,2,2,105.0,0.0,True,False,False,True,True,False,True,False,duplex,central
98310817,1000.0,34,3,3,2,121.0,0.0,True,False,False,True,False,False,False,False,flat,central
98307351,1100.0,2,1,3,2,85.0,0.0,True,False,False,True,True,False,False,False,flat,central
90326784,1150.0,30,3,4,2,100.0,0.0,True,False,False,True,False,False,False,False,flat,central
98278251,875.0,21,4,3,2,109.0,0.0,True,False,False,True,False,False,False,False,flat,central
98286949,550.0,20,4,3,1,93.0,0.0,True,False,False,False,False,False,False,True,flat,central
98281356,1400.0,42,6,3,2,134.0,0.0,True,False,False,True,False,False,False,False,flat,central
98254496,1400.0,17,7,2,1,100.0,0.0,True,False,False,True,True,False,False,False,penthouse,central
98200811,900.0,6,2,2,2,105.0,50.0,True,True,False,True,False,False,False,True,duplex,west
98199722,950.0,41,1,3,2,105.0,0.0,False,True,True,True,True,False,False,False,flat,central
87466053,1200.0,34,8,3,2,98.0,0.0,True,True,True,True,False,False,False,False,penthouse,north
98015069,900.0,37,5,3,2,154.0,0.0,True,True,True,True,True,False,False,True,duplex,central
97997979,2900.0,46,6,3,2,181.0,0.0,True,True,True,True,False,False,False,False,penthouse,central
97955358,700.0,21,1,3,1,111.0,0.0,True,False,False,True,True,False,False,True,flat,central
97640770,1400.0,57,5,3,2,142.0,0.0,True,False,False,True,True,False,False,False,flat,central
96653361,1300.0,24,3,3,2,113.0,0.0,True,False,False,True,True,False,False,False,flat,central
96414556,1600.0,18,3,0,1,60.0,0.0,True,False,False,True,True,False,False,True,studio,central
591620,850.0,36,2,3,3,115.0,0.0,True,False,False,True,False,False,False,False,flat,central
34909131,850.0,34,1,3,2,90.0,0.0,True,False,False,True,False,False,False,False,flat,central
98314606,1350.0,28,1,3,2,106.0,0.0,True,False,False,True,False,False,False,False,flat,central
98283570,1100.0,16,2,1,1,72.0,0.0,True,False,False,True,False,False,False,False,flat,central
98283442,1400.0,18,5,3,2,115.0,0.0,True,False,False,True,False,False,False,True,flat,central
98279098,2500.0,34,0,4,3,250.0,0.0,False,True,True,False,False,False,False,False,chalet,central
98278588,2000.0,33,7,3,2,158.0,0.0,True,False,False,True,False,False,False,False,penthouse,central
98234929,800.0,15,1,2,1,60.0,0.0,True,True,True,True,True,False,False,True,flat,north
98237522,730.0,8,3,1,1,74.0,0.0,True,False,False,True,False,False,False,False,flat,central
98203651,975.0,36,1,2,1,96.0,0.0,True,True,True,True,False,False,False,False,flat,central
98190501,850.0,46,3,4,2,99.0,0.0,True,False,False,True,False,False,False,False,flat,central
98130384,2000.0,22,7,3,2,90.0,0.0,True,True,True,True,False,False,False,False,flat,south
98060513,2500.0,47,0,3,2,155.0,0.0,False,False,False,False,False,False,False,False,chalet,north
95351943,1450.0,51,2,4,2,190.0,0.0,True,True,True,False,False,False,False,False,flat,west
97995773,2000.0,1,7,6,3,186.0,0.0,True,False,False,True,False,False,False,False,flat,central
96120795,1500.0,2,1,1,1,50.0,0.0,True,False,False,True,False,False,False,False,flat,central
96107160,1500.0,1,1,1,1,50.0,0.0,True,False,False,True,False,False,False,False,flat,central
95598414,2950.0,8,3,4,3,179.0,0.0,True,False,False,True,True,False,False,False,duplex,central
95443468,1500.0,1,0,1,1,60.0,0.0,True,False,False,True,False,False,False,False,flat,central
95432631,1500.0,2,0,1,1,50.0,0.0,True,False,False,False,False,False,False,False,flat,central
98305613,900.0,10,5,4,1,122.4,0.0,True,False,False,False,False,False,False,False,flat,central
98276901,1270.0,29,2,2,2,75.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276838,1100.0,26,1,3,2,90.0,0.0,True,False,False,False,False,False,False,False,flat,central
98276836,1500.0,29,2,4,2,130.0,0.0,True,True,True,True,False,False,False,True,flat,central
98276835,1600.0,24,7,1,2,70.0,0.0,True,False,False,True,False,False,False,False,penthouse,central
98276773,3700.0,26,5,4,3,179.0,0.0,True,True,True,True,False,False,False,True,penthouse,central
98276800,1000.0,23,1,1,1,59.0,0.0,True,False,False,False,False,False,False,True,flat,central
98276760,1300.0,20,2,3,2,96.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276757,1350.0,23,4,2,1,85.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276756,2000.0,31,5,2,2,105.0,0.0,True,False,False,False,False,False,False,False,flat,central
98276730,2800.0,35,5,5,3,216.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276708,1150.0,26,4,2,1,63.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276682,2750.0,29,6,3,3,160.0,0.0,True,True,True,True,False,False,False,False,flat,central
98276629,1350.0,30,0,0,1,35.0,0.0,True,True,True,True,False,False,False,True,studio,central
98276577,1300.0,25,2,2,1,70.0,0.0,True,False,False,False,False,False,False,True,flat,central
98276558,1650.0,46,1,1,2,68.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276441,1500.0,26,1,2,2,87.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276334,850.0,25,1,1,1,50.0,0.0,True,False,False,True,False,False,False,False,flat,central
98276276,800.0,28,4,2,1,73.0,0.0,True,False,False,True,False,False,False,True,flat,central
98275424,1900.0,28,9,3,2,130.0,0.0,True,False,False,True,False,False,False,True,flat,central
98271382,1100.0,28,7,3,1,109.0,0.0,True,True,True,True,False,False,False,True,flat,central
98270271,3500.0,24,1,3,2,158.0,0.0,True,False,False,True,False,False,False,False,flat,central
98238925,550.0,27,3,2,1,56.0,0.0,True,False,False,False,False,False,False,False,flat,north
98203626,850.0,15,3,3,2,127.0,0.0,True,False,False,True,False,False,False,False,flat,central
97901185,1100.0,25,5,2,2,106.0,0.0,True,False,False,True,False,False,False,False,flat,central
98313474,1200.0,26,7,4,2,120.0,0.0,True,False,False,True,False,False,False,True,flat,central
98309709,825.0,16,2,2,1,58.0,0.0,True,False,False,True,False,False,False,False,flat,central
98309431,1100.0,5,1,3,2,83.0,0.0,True,False,False,True,True,False,False,False,flat,central
98304087,425.0,19,5,2,1,75.0,0.0,True,False,False,False,False,False,False,True,flat,central
98303364,1355.0,20,15,3,2,115.0,0.0,False,True,True,True,False,True,False,False,flat,central
98300660,950.0,19,3,3,2,121.0,0.0,True,False,False,True,False,False,False,True,flat,central
98297895,750.0,17,4,2,1,79.0,0.0,True,False,False,True,False,False,False,False,flat,central
98283242,1100.0,20,2,2,1,109.0,0.0,True,False,False,False,False,False,False,False,flat,central
90131995,825.0,17,12,3,1,90.0,0.0,True,False,False,True,False,False,False,True,flat,central
98277128,525.0,16,2,4,1,75.0,0.0,True,False,False,False,False,False,False,False,flat,central
98260486,1600.0,37,4,3,2,125.0,0.0,True,True,True,True,False,False,False,False,flat,central
98251290,490.0,19,0,1,1,110.0,0.0,True,False,False,False,False,False,False,False,flat,west
88921441,1200.0,21,1,3,2,97.0,0.0,True,False,False,True,False,False,False,False,flat,central
98204913,535.0,16,0,2,1,90.0,0.0,True,False,False,False,False,False,False,False,flat,central
98200776,400.0,15,2,3,2,102.0,0.0,True,False,False,False,True,False,False,False,flat,central
98082964,1200.0,16,0,3,2,120.0,0.0,False,True,True,False,False,False,False,False,chalet,south
98030765,700.0,25,4,3,1,77.0,0.0,True,False,False,True,False,False,False,True,flat,central
38479057,1100.0,31,16,2,1,103.0,0.0,True,False,False,True,False,False,False,True,flat,central
94446183,1300.0,33,9,2,1,75.0,0.0,True,False,False,True,False,False,False,True,penthouse,central
97874321,3000.0,22,0,4,4,336.0,0.0,False,True,True,False,False,False,False,False,chalet,west
96136766,2595.0,23,4,3,3,140.0,0.0,True,False,False,True,True,False,False,False,flat,central
97782468,700.0,24,0,1,1,63.0,0.0,True,True,True,True,True,False,False,False,flat,north
32040595,1300.0,28,5,4,2,154.0,0.0,True,True,True,True,False,False,False,False,flat,central
93239803,450.0,40,2,4,2,89.0,0.0,True,False,False,True,True,True,False,True,flat,south
85613222,1200.0,42,3,5,2,120.0,0.0,True,False,False,True,False,False,False,False,flat,central
94838728,880.0,43,0,4,4,168.0,0.0,False,False,False,False,True,True,False,True,chalet,south
97606192,660.0,23,5,3,1,53.0,0.0,True,False,False,False,True,True,False,True,flat,central
97591119,680.0,32,4,2,1,77.0,0.0,True,False,False,False,True,True,False,True,flat,central
97564824,820.0,26,0,0,1,45.0,0.0,True,False,False,False,True,False,False,False,studio,north
97563320,2400.0,34,4,3,3,165.0,0.0,True,True,True,True,False,False,False,False,flat,central
97550344,899.0,21,2,3,2,100.0,0.0,True,False,False,True,False,False,False,True,flat,central
94127051,600.0,11,2,1,1,65.0,0.0,True,False,False,True,False,False,False,False,flat,north
94302282,1100.0,24,2,2,1,90.0,0.0,True,False,False,True,False,False,False,True,flat,central
97242493,1950.0,29,4,2,2,112.0,0.0,True,False,False,True,True,False,False,True,duplex,central
40418288,1000.0,20,4,2,2,110.0,0.0,True,False,False,True,False,False,False,False,flat,central
96191128,2000.0,17,1,2,1,85.0,0.0,True,False,False,False,False,False,False,False,flat,central
94641889,1350.0,26,0,3,3,240.0,0.0,False,True,True,False,False,False,False,False,chalet,north
85502272,1450.0,19,1,1,1,65.0,0.0,True,True,True,True,False,False,False,False,flat,central
28577772,1500.0,20,5,4,2,185.0,0.0,True,False,False,True,False,False,False,False,flat,central
98318403,1300.0,19,2,3,2,96.0,0.0,True,False,False,True,False,False,False,True,flat,central
98295025,680.0,45,5,3,1,86.4,0.0,True,False,False,False,False,False,False,False,flat,central
98265286,2000.0,24,9,2,2,100.0,0.0,True,False,False,True,False,False,False,True,penthouse,central
91732618,1100.0,28,1,2,2,148.0,0.0,True,False,False,False,False,False,False,False,duplex,central
98253322,990.0,26,4,3,2,102.0,0.0,True,False,False,True,False,False,False,False,flat,central
98236456,750.0,24,8,2,1,70.0,0.0,True,False,False,True,False,False,False,False,flat,central
98236567,1800.0,37,8,5,3,180.0,0.0,True,False,False,True,False,False,False,False,flat,central
98236030,1100.0,29,1,3,2,111.0,0.0,True,True,True,True,False,False,False,True,flat,central
98232710,1100.0,52,1,3,1,91.0,0.0,True,False,False,True,False,False,False,True,flat,central
98230543,630.0,40,4,3,1,95.0,0.0,True,False,False,True,False,False,False,False,flat,central
98205782,850.0,38,6,2,1,70.0,0.0,True,True,True,True,False,False,False,False,flat,central
98204296,1700.0,29,0,6,3,210.0,0.0,False,True,True,False,False,False,False,False,chalet,central
98195280,875.0,28,0,4,3,176.0,0.0,False,False,False,False,False,False,False,False,chalet,central
98194085,900.0,27,3,4,1,82.0,0.0,True,False,False,False,False,False,False,False,flat,central
98192947,1200.0,27,3,4,2,106.0,0.0,True,False,False,True,False,False,False,True,flat,central
98191988,1000.0,35,2,1,1,53.0,0.0,True,True,True,True,False,False,False,False,flat,central
94093148,1000.0,50,3,3,2,108.0,0.0,True,True,True,True,False,False,False,False,flat,central
82752601,850.0,32,2,3,1,87.0,0.0,True,False,False,True,False,False,False,False,flat,central
96053247,1000.0,46,6,2,2,105.0,0.0,True,False,False,True,False,False,False,False,flat,central
37620539,800.0,27,1,3,1,110.0,0.0,True,False,False,True,False,False,False,False,flat,central
98145067,800.0,43,10,2,1,85.0,0.0,True,False,False,True,False,False,False,False,flat,central
92099655,1400.0,10,7,2,1,100.0,0.0,True,False,False,True,True,False,False,False,penthouse,central
95295709,750.0,22,6,3,2,133.0,0.0,True,True,True,True,False,False,False,False,flat,north
98224527,500.0,38,4,3,2,135.0,0.0,True,True,True,True,False,False,False,False,flat,central
98094281,1800.0,39,0,5,2,225.0,0.0,True,True,True,False,True,False,False,True,flat,west
89390817,1200.0,28,-1,4,2,140.0,0.0,True,False,False,False,False,False,False,False,flat,central
98086398,1350.0,41,8,4,2,114.0,0.0,True,False,False,True,False,False,False,False,flat,central
98060420,1350.0,46,10,3,2,116.0,0.0,True,True,True,True,False,False,False,False,flat,central
86373400,750.0,30,3,3,1,97.0,0.0,True,False,False,True,False,False,False,True,flat,central
97987157,750.0,30,3,3,1,59.0,0.0,True,False,False,True,False,False,False,False,flat,central
97961575,800.0,22,6,1,1,50.0,0.0,True,False,False,True,True,False,False,True,flat,central
98254315,500.0,32,0,3,2,130.0,0.0,False,False,False,False,False,False,False,False,chalet,south
97617080,900.0,41,7,2,2,150.0,0.0,True,True,True,True,False,False,False,False,penthouse,north
98312324,750.0,39,1,3,1,75.0,0.0,True,False,False,False,False,False,False,True,flat,central
98311253,1200.0,30,0,3,2,121.0,0.0,False,True,True,False,False,False,False,False,chalet,west
98309021,1500.0,37,0,3,3,250.0,0.0,False,True,True,False,False,False,False,False,chalet,north
98307470,2200.0,38,0,3,3,100.0,0.0,False,True,True,False,False,False,False,True,chalet,central
98305668,1600.0,30,2,4,2,111.0,0.0,True,False,False,True,False,False,False,False,flat,central
98302735,950.0,41,1,3,2,106.0,0.0,True,False,False,True,False,False,False,False,flat,central
98289412,580.0,7,5,4,1,91.0,0.0,True,False,False,False,False,False,False,False,flat,central
31287443,900.0,27,3,3,2,120.0,0.0,True,True,True,True,True,False,False,False,flat,central
98212324,1450.0,39,2,4,2,115.0,0.0,True,False,False,True,False,False,False,False,flat,central
97998030,1000.0,23,2,2,2,112.0,0.0,True,False,False,True,False,False,False,False,duplex,west
97956587,850.0,17,4,3,1,107.0,0.0,True,False,False,True,False,False,False,True,flat,central
97707238,1500.0,22,1,3,1,118.0,0.0,True,False,False,True,False,False,False,False,flat,central
97696835,1400.0,21,3,3,2,140.0,0.0,True,False,False,True,False,False,False,False,flat,central
98288543,700.0,10,2,2,1,65.0,0.0,True,False,False,True,False,False,False,False,flat,central
98308644,2500.0,25,0,5,3,280.0,0.0,False,True,True,False,False,False,False,True,chalet,west
98301347,900.0,27,4,3,2,153.0,0.0,True,True,True,True,False,False,False,False,flat,central
86954803,850.0,32,2,4,1,110.0,0.0,True,False,False,True,False,False,False,False,flat,central
98287726,600.0,12,1,2,1,66.0,0.0,True,False,False,False,False,False,False,False,flat,central
32326653,1200.0,40,10,4,2,128.0,0.0,True,True,True,True,False,False,False,False,flat,central
97916574,1300.0,18,2,4,2,117.0,0.0,True,False,False,False,False,False,False,False,flat,central
98198980,1200.0,18,4,4,2,120.0,0.0,True,False,False,True,True,False,False,True,flat,central
98183658,800.0,23,5,2,1,75.0,0.0,True,False,False,False,False,False,False,True,flat,central
98146505,650.0,25,1,3,1,71.0,0.0,False,False,False,False,True,True,False,False,flat,central
98091735,895.0,20,1,1,1,70.0,0.0,False,False,False,False,False,False,False,False,flat,central
98088046,950.0,17,1,1,1,35.0,0.0,True,False,False,False,True,False,False,True,flat,central
97979048,800.0,26,7,2,1,77.0,0.0,True,False,False,True,False,False,False,False,flat,central
97978085,1300.0,13,1,2,2,65.0,0.0,True,False,False,False,False,False,True,False,duplex,central
36441700,800.0,23,7,3,1,101.0,0.0,False,False,False,True,False,False,False,False,flat,central
96515397,2750.0,25,5,3,2,140.0,0.0,True,True,True,True,False,False,False,False,flat,central
96106214,3000.0,25,0,4,3,200.0,0.0,False,False,False,False,False,False,False,False,chalet,north
98302733,2000.0,15,5,2,2,105.0,0.0,True,False,False,False,False,False,False,False,flat,central
98301169,700.0,20,4,3,2,104.0,0.0,True,False,False,True,False,False,False,False,flat,central
97016398,1100.0,10,3,3,2,75.0,0.0,False,False,False,True,False,False,False,False,flat,central
98296328,1200.0,43,6,2,1,74.0,0.0,True,False,False,True,False,False,False,False,penthouse,central
85187008,750.0,37,5,3,1,80.0,0.0,True,False,False,False,False,False,False,False,penthouse,central
98251370,500.0,28,3,3,1,75.0,0.0,True,False,False,False,False,False,False,False,flat,central
98230453,1600.0,72,4,5,2,150.0,0.0,True,False,False,True,False,False,False,True,flat,central
98227330,1300.0,84,5,3,3,129.0,0.0,True,True,True,True,False,False,False,False,penthouse,central
98216888,2000.0,26,9,2,2,100.0,0.0,True,False,False,True,False,False,False,True,flat,central
98208414,900.0,32,6,2,2,100.0,0.0,False,False,False,True,False,False,True,False,flat,central
98204133,1500.0,27,7,2,2,100.0,0.0,True,True,True,True,False,False,False,True,penthouse,central
98200408,1700.0,39,6,3,2,120.0,0.0,True,False,False,True,False,False,False,True,flat,central
98197693,1400.0,23,7,2,1,97.0,0.0,True,False,False,True,True,False,False,False,penthouse,central
98184807,1100.0,21,1,4,2,136.0,0.0,True,False,False,True,False,False,False,False,flat,central
98117076,1300.0,27,2,4,2,120.0,0.0,True,True,True,True,False,False,False,True,flat,central
98088757,3000.0,32,0,4,2,120.0,0.0,False,True,True,False,False,False,False,False,chalet,central
98017653,1160.0,23,2,4,2,95.0,0.0,True,False,False,True,False,False,False,False,flat,central
98013134,2000.0,25,1,3,2,159.0,0.0,True,False,False,True,False,False,False,True,flat,central
97896399,1100.0,37,4,4,2,130.0,0.0,True,False,False,True,False,False,False,False,flat,central
97806107,2200.0,47,4,2,2,230.0,0.0,True,True,True,True,False,False,False,False,flat,central
97552416,600.0,10,2,1,1,60.0,0.0,True,False,False,True,True,False,False,True,flat,central
98248392,1050.0,1,10,2,1,75.0,0.0,True,False,False,True,False,False,False,False,flat,central
90829099,650.0,16,2,1,1,65.0,0.0,True,False,False,True,False,False,False,False,flat,south
98302233,2500.0,12,0,4,3,146.0,0.0,False,True,True,False,False,False,False,False,chalet,west
98301558,950.0,14,2,2,1,75.0,0.0,False,False,False,True,False,False,False,False,flat,central
98288547,500.0,12,4,3,1,75.0,0.0,True,False,False,False,False,False,False,False,flat,central
98276899,1000.0,34,7,2,1,86.0,0.0,True,True,True,True,False,False,False,False,flat,central
98276892,850.0,27,1,3,1,96.0,0.0,True,False,False,True,False,False,False,False,flat,central
98276886,950.0,22,4,4,2,97.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276871,1200.0,29,1,4,2,130.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276839,1450.0,28,3,4,2,176.0,0.0,True,True,True,True,False,False,False,True,flat,central
98276826,900.0,25,3,3,1,80.0,0.0,True,False,False,True,False,False,False,False,flat,central
98276805,1100.0,21,7,4,1,110.0,0.0,True,False,False,True,False,False,False,False,flat,central
98276804,1000.0,29,1,3,1,110.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276792,900.0,23,1,1,1,45.0,0.0,True,False,False,True,False,False,False,False,flat,central
98276791,2500.0,35,0,5,4,200.0,0.0,False,False,False,False,False,False,False,True,chalet,central
98276770,2500.0,52,0,4,2,250.0,0.0,False,True,True,False,False,False,False,False,chalet,central
98276763,2000.0,28,1,5,2,180.0,0.0,True,True,True,True,False,False,False,False,flat,central
98276762,1500.0,32,5,1,2,135.0,0.0,True,True,True,True,False,False,False,True,flat,central
98276722,1200.0,25,6,4,2,115.0,0.0,True,False,False,True,False,False,False,True,flat,central
98276670,2000.0,34,1,5,3,85.0,0.0,True,True,True,False,False,False,False,True,flat,central
98276667,1300.0,25,3,4,2,108.0,0.0,True,True,True,True,False,False,False,False,flat,central
98276557,900.0,20,6,2,1,65.0,0.0,True,False,False,True,False,False,False,True,flat,south
98276550,1500.0,30,11,3,2,80.0,0.0,True,True,True,True,False,False,False,True,penthouse,south
98276534,850.0,27,1,1,1,50.0,0.0,True,False,False,False,False,False,False,True,flat,central
98276343,1100.0,27,1,4,2,126.0,0.0,True,False,False,True,False,False,False,True,flat,central
98275297,1000.0,27,2,3,1,120.0,0.0,True,False,False,True,False,False,False,False,flat,central
98274860,1695.0,42,0,4,3,147.0,0.0,False,True,True,False,False,False,False,False,chalet,west
98274107,1500.0,24,1,3,4,136.0,0.0,True,False,False,True,False,False,False,False,flat,central
98270377,3000.0,26,0,3,2,140.0,0.0,False,False,False,False,False,False,False,False,chalet,central
98270246,1900.0,22,7,2,2,92.0,0.0,True,True,True,True,False,False,False,False,flat,central
98266983,900.0,52,1,3,2,98.0,0.0,True,False,False,True,False,False,False,False,flat,central
98264412,1000.0,36,2,3,2,105.0,0.0,True,False,False,True,False,False,False,False,flat,central
98262824,1100.0,4,1,3,2,85.0,0.0,True,False,False,True,True,False,False,False,flat,central
98255108,1190.0,34,4,4,2,109.0,0.0,True,False,False,True,False,False,False,True,flat,central
98255629,1100.0,23,1,4,2,132.0,0.0,True,False,False,True,False,False,False,False,flat,central
98250727,1200.0,22,1,4,2,113.0,0.0,True,False,False,True,False,False,False,False,flat,central
98249384,950.0,26,13,2,2,124.0,0.0,True,False,False,True,False,False,False,False,flat,central
98239652,1200.0,29,4,3,2,159.0,0.0,True,True,True,True,False,False,False,False,flat,central
98234358,1050.0,44,12,3,2,117.0,0.0,True,False,False,True,False,False,False,True,flat,central
98217742,1100.0,44,2,3,2,110.0,0.0,True,False,False,True,False,False,False,True,flat,central
98218582,650.0,34,2,3,1,84.0,0.0,True,False,False,False,False,False,False,False,flat,central
98210364,1200.0,20,3,4,2,106.0,0.0,True,False,False,True,False,False,False,True,flat,central
83577959,800.0,16,3,3,1,70.0,0.0,True,False,False,False,False,False,False,True,flat,central
98191583,900.0,8,5,4,1,90.0,0.0,True,False,False,False,False,False,False,False,flat,central
89793499,1100.0,17,1,3,1,75.0,0.0,True,False,False,True,False,False,False,False,flat,central
98189798,650.0,27,4,3,2,183.0,0.0,True,True,True,True,False,False,False,False,flat,central
98188302,1400.0,27,4,4,1,120.0,0.0,True,False,False,True,False,False,False,False,flat,central
95225106,2500.0,29,5,2,2,70.0,0.0,True,False,False,True,False,False,False,False,duplex,central
86399118,675.0,22,1,1,1,42.0,0.0,True,False,False,True,False,False,False,True,flat,central
98142742,1500.0,21,2,3,2,90.0,0.0,True,False,False,True,False,False,False,False,flat,central
98137332,1000.0,26,6,3,2,96.0,0.0,True,False,False,True,False,False,False,False,flat,central
81191541,1800.0,25,0,3,1,150.0,0.0,False,True,True,False,False,False,False,False,countryHouse,north
96838273,1500.0,35,4,3,2,115.0,50.0,True,True,False,True,False,False,False,False,flat,central
98118319,800.0,22,7,3,1,77.0,0.0,False,False,False,True,False,False,False,False,flat,central
98111137,1250.0,29,2,3,2,104.0,0.0,True,False,False,True,False,False,False,False,flat,central
98101763,1500.0,32,3,3,2,138.0,0.0,True,False,False,True,False,False,False,True,flat,central
98099854,1500.0,36,2,2,2,145.0,0.0,True,False,False,True,False,False,False,False,duplex,central
98084685,3000.0,10,0,2,1,120.0,0.0,False,False,False,False,False,False,False,False,chalet,north
97930472,1200.0,23,10,4,2,110.0,0.0,True,False,False,True,False,False,False,True,flat,central
98083862,1200.0,30,6,4,2,120.0,0.0,True,False,False,True,False,False,False,True,flat,central
98084166,1100.0,37,1,3,1,90.0,0.0,True,False,False,True,False,False,False,True,flat,central
98034938,1250.0,7,9,3,1,80.0,0.0,True,False,False,True,True,False,False,False,flat,central
98015921,1300.0,41,2,4,2,147.0,0.0,True,True,True,True,False,False,False,True,flat,central
98001558,800.0,18,5,3,1,90.0,0.0,True,False,False,True,True,False,False,False,flat,central
89766894,800.0,25,2,1,1,65.0,0.0,True,False,False,True,False,False,False,False,flat,south
97873833,850.0,39,5,1,2,109.0,0.0,True,True,True,True,False,False,False,False,duplex,central
97810637,1400.0,21,6,4,2,121.0,0.0,True,False,False,True,False,False,False,False,flat,central
97777782,1400.0,30,9,4,2,113.0,0.0,True,False,False,True,False,False,False,False,flat,central
97085030,2200.0,10,0,4,3,250.0,0.0,False,True,True,False,False,False,False,False,chalet,central
82218800,850.0,17,2,2,2,86.0,0.0,True,False,False,False,False,False,False,False,flat,central
90811222,1200.0,22,5,2,1,92.0,0.0,True,False,False,True,True,False,False,False,penthouse,central
98278626,2100.0,20,1,3,2,125.0,0.0,False,False,False,True,False,False,False,False,flat,central
98074848,500.0,25,0,3,2,80.0,0.0,True,False,False,True,False,False,False,True,flat,south
92734825,1450.0,28,2,3,2,131.0,0.0,True,False,False,True,False,False,False,True,flat,central
93789378,2300.0,28,0,4,4,110.0,0.0,False,False,False,False,False,False,False,False,chalet,central
85210366,800.0,21,4,1,1,50.0,0.0,True,False,False,True,False,False,False,True,flat,central
82792129,750.0,24,2,1,1,58.0,0.0,True,True,True,True,False,False,False,False,flat,central
98233924,900.0,37,1,2,1,80.0,0.0,True,True,True,True,False,False,False,True,flat,north
98230359,1200.0,57,7,3,1,112.0,0.0,True,False,False,True,False,False,False,False,flat,central
